Building,Period_Type,Hour,Avg_Electricity_kWh,Campus_Wifi_Load,Wastage_Index
Dept_1,Exams,0,33.67928571428571,710.0157142857142,0.047367850017379566
Dept_1,Exams,1,34.79571428571428,755.9007142857143,0.04597130591764724
Dept_1,Exams,2,32.34142857142857,699.5328571428571,0.046166897443374745
Dept_1,Exams,3,33.988571428571426,719.3964285714285,0.04718037191823946
Dept_1,Exams,4,35.31785714285714,694.625,0.050771402900782955
Dept_1,Exams,5,34.87285714285714,483.13214285714287,0.07203169146558275
Dept_1,Exams,6,32.19285714285714,437.43142857142857,0.07342734814370712
Dept_1,Exams,7,58.45214285714286,970.0421428571428,0.06019526885327178
Dept_1,Exams,8,60.59357142857143,964.9864285714285,0.06272714567862163
Dept_1,Exams,9,142.25714285714284,932.4971428571428,0.15239162106242576
Dept_1,Exams,10,148.90714285714284,1011.6728571428572,0.14704367931541845
Dept_1,Exams,11,137.23357142857142,1188.5485714285714,0.11536609325986809
Dept_1,Exams,12,151.35142857142858,1230.42,0.12290804808386138
Dept_1,Exams,13,137.27142857142857,1199.2485714285715,0.11436916638696269
Dept_1,Exams,14,157.97785714285715,1294.0464285714286,0.12198624980350953
Dept_1,Exams,15,147.905,1191.7892857142856,0.12399926941951789
Dept_1,Exams,16,145.65285714285716,1138.3607142857143,0.12783735239999877
Dept_1,Exams,17,142.27142857142857,1175.5657142857142,0.12092093696423976
Dept_1,Exams,18,60.29642857142857,1659.982142857143,0.03630167177336988
Dept_1,Exams,19,65.87142857142857,1635.0485714285714,0.040262514036432724
Dept_1,Exams,20,59.220000000000006,1793.8314285714284,0.03299474204501498
Dept_1,Exams,21,52.52285714285715,1796.2685714285712,0.029223710900986265
Dept_1,Exams,22,53.40857142857143,1608.5671428571427,0.033181946876578175
Dept_1,Exams,23,55.93214285714286,1744.7407142857141,0.03203920398913765
Dept_1,Holiday,0,7.95,91.61285714285714,0.08584121303737526
Dept_1,Holiday,1,8.175714285714287,92.03285714285714,0.08787985811464462
Dept_1,Holiday,2,7.551428571428572,93.42428571428572,0.07997337246773681
Dept_1,Holiday,3,7.752857142857143,93.8157142857143,0.08176763948109866
Dept_1,Holiday,4,8.561428571428571,88.94285714285715,0.09518742058449808
Dept_1,Holiday,5,8.45142857142857,88.48714285714287,0.09444293673472642
Dept_1,Holiday,6,7.895714285714286,88.30428571428571,0.08841360996912642
Dept_1,Holiday,7,13.587142857142856,185.9157142857143,0.07269128178476164
Dept_1,Holiday,8,14.557142857142855,184.88000000000002,0.07831473454456021
Dept_1,Holiday,9,33.994285714285716,172.97,0.1954031483260661
Dept_1,Holiday,10,35.52142857142857,190.34285714285716,0.18564282514558758
Dept_1,Holiday,11,32.88285714285714,227.8114285714286,0.1437116028170421
Dept_1,Holiday,12,35.66285714285714,237.81571428571428,0.1493321210018484
Dept_1,Holiday,13,32.32714285714285,241.7757142857143,0.13315641126730726
Dept_1,Holiday,14,36.76142857142857,244.83428571428573,0.14953743520606214
Dept_1,Holiday,15,36.221428571428575,225.74,0.1597487367532353
Dept_1,Holiday,16,35.410000000000004,224.28285714285715,0.15718017983741076
Dept_1,Holiday,17,34.244285714285716,229.55285714285716,0.14853117041645236
Dept_1,Holiday,18,14.28,332.13142857142856,0.04286596452708498
Dept_1,Holiday,19,15.815714285714284,325.09142857142854,0.04850085865489083
Dept_1,Holiday,20,14.188571428571427,339.38,0.04168450387382169
Dept_1,Holiday,21,12.452857142857143,349.63142857142856,0.03551551894133848
Dept_1,Holiday,22,12.70857142857143,324.6614285714286,0.03902387668174222
Dept_1,Holiday,23,13.678571428571429,336.15857142857146,0.04057014291706742
Dept_1,Normal,0,26.8309022556391,365.70917293233083,0.07316670603325821
Dept_1,Normal,1,27.518496240601504,383.1439097744361,0.07163590399431291
Dept_1,Normal,2,25.41496240601504,361.57383458646615,0.07009596386071845
Dept_1,Normal,3,26.584586466165412,376.0291729323308,0.07051068822978537
Dept_1,Normal,4,28.34796992481203,352.4809022556391,0.0801966096157315
Dept_1,Normal,5,27.82578947368421,365.9742105263158,0.07582491814282087
Dept_1,Normal,6,26.017293233082707,345.57736842105265,0.07506922148902294
Dept_1,Normal,7,46.466466165413536,747.2209022556391,0.062102603690076655
Dept_1,Normal,8,49.60812030075188,735.8015789473684,0.06732900921795597
Dept_1,Normal,9,111.50699248120301,705.5769924812031,0.15781293994535125
Dept_1,Normal,10,120.76248120300752,772.6740601503759,0.156089608561434
Dept_1,Normal,11,112.18872180451127,934.2966917293234,0.11994987558127587
Dept_1,Normal,12,122.84947368421052,951.6678195488722,0.12895310533569282
Dept_1,Normal,13,109.34248120300751,932.5326315789473,0.11712764771604087
Dept_1,Normal,14,124.28654135338347,995.7465413533835,0.12469222234232895
Dept_1,Normal,15,119.55586466165414,908.9424812030076,0.1313883757834813
Dept_1,Normal,16,115.67263157894737,893.4855639097744,0.12931749403908224
Dept_1,Normal,17,114.31270676691729,903.4957142857143,0.12638280642069236
Dept_1,Normal,18,47.24887218045113,1320.9319548872181,0.035742287646327614
Dept_1,Normal,19,52.94714285714286,1294.4577443609023,0.040871377771772605
Dept_1,Normal,20,48.069323308270675,1372.263082706767,0.035003725006226595
Dept_1,Normal,21,42.532406015037594,1391.6021804511279,0.030541677021688557
Dept_1,Normal,22,42.41954887218045,1268.1863157894736,0.03342263333952995
